p_id,question,q_num,q_type,stim1,stim2,stim3,stim4,key,response,RT,correct,subjectGroup,familiarity,vocabulary,comprehension,GMRT,GMRT_transformed,knowledge_transformed
172,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,4,30297,0.0,NRP,33,36,21,57,-1.4231170318108741,0.3950801326557072
172,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,16084,1.0,NRP,33,36,21,57,-1.4231170318108741,0.3950801326557072
172,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,8083,1.0,NRP,33,36,21,57,-1.4231170318108741,0.3950801326557072
172,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,42243,1.0,NRP,33,36,21,57,-1.4231170318108741,0.3950801326557072
55,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,7906,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,2,6030,0.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,9904,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,8956,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,6941,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,9176,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,9781,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,8374,0.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,14901,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,3,25149,0.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,16174,1.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
55,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,32010,0.0,RPm,30,38,39,77,-0.006198404045443575,0.2720979316284457
95,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,7933,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,7938,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5618,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,18261,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5116,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,9295,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,8509,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,12275,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,24540,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,9274,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,18655,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
95,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,15003,1.0,NRP,40,44,46,90,1.4166053394179698,0.6624446750393341
89,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,6631,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,3901,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5902,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,8709,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,4194,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,7362,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,7248,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,8533,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,6782,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,10412,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,3893,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
89,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,15368,1.0,RPp,6,45,45,90,1.4166053394179698,-1.093299561880621
74,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,9182,1.0,NRP,21,44,18,62,-1.1456497535389063,-0.13786929379346458
74,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,3924,1.0,NRP,21,44,18,62,-1.1456497535389063,-0.13786929379346458
